Project Code,Country,Vendor,Manufacturing Site,Shipment Mode,Product Group,Sub Classification,Brand,Scheduled Delivery Date,Delivered to Client Date,PO Sent to Vendor Date,Weight,Freight Cost,Shipment Value,Insurance,Delivery Delay,Shipping Duration,Delivery Status,Shipment Year,Shipment Month,Shipment Quarter
102-BW-T01,Botswana,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2009-07-10,2009-07-10,2009-04-30,274.0,3321.08,84000.0,164.64,0,71.0,On-Time,2009,July,2009Q3
139-NA-T01,Namibia,"Orgenics, Ltd",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Clearview,2009-05-15,2009-05-15,2009-04-30,5.0,87.73,525.0,1.03,0,15.0,On-Time,2009,May,2009Q2
108-VN-T01,Vietnam,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2009-06-22,2009-06-22,2009-05-25,,,840.0,1.65,0,28.0,On-Time,2009,June,2009Q2
108-VN-T01,Vietnam,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2009-07-28,2009-07-28,2009-05-27,,,2240.0,4.39,0,62.0,On-Time,2009,July,2009Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2009-07-28,2009-08-05,2009-06-05,,,2099.0,4.11,8,61.0,Delayed,2009,July,2009Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2009-10-12,2009-08-03,2009-06-05,,,3540.6,6.94,-70,59.0,On-Time,2009,October,2009Q4
110-ZM-T01,Zambia,Abbott GmbH & Co. KG,ABBVIE GmbH & Co.KG Wiesbaden,Air,HRDT,HIV test,Determine,2006-08-28,2006-08-28,,171.0,1187.19,40000.0,,0,,On-Time,2006,August,2006Q3
106-HT-T01,Haiti,PLURIPHARM S.A.,Not Applicable,Air,HRDT,HIV test,Capillus,2006-09-15,2006-09-15,,,,3240.0,,0,,On-Time,2006,September,2006Q3
108-VN-T01,Vietnam,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Ranbaxy, Paonta Shahib, India",Air,ARV,Adult,Generic,2006-09-01,2006-09-01,,87.0,10657.19,8299.2,,0,,On-Time,2006,September,2006Q3
108-VN-T01,Vietnam,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2006-09-04,2006-09-04,,1520.0,19044.32,323000.0,,0,,On-Time,2006,September,2006Q3
104-CI-T01,C̫te d'Ivoire,Abbott GmbH & Co. KG,ABBVIE GmbH & Co.KG Wiesbaden,Air,HRDT,HIV test,Determine,2006-10-27,2006-10-27,,205503.0,4110.88,48000.0,,0,,On-Time,2006,October,2006Q4
114-UG-T01,Uganda,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2006-12-21,2006-12-21,,,,12380.55,,0,,On-Time,2006,December,2006Q4
114-UG-T01,Uganda,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2007-01-02,2007-01-02,,355.0,3181.2,21586.6,,0,,On-Time,2007,January,2007Q1
110-ZM-T01,Zambia,INTERNATIONAL HEALTHCARE DISTRIBUTORS,ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2006-12-05,2006-12-05,,57.0,,2877.0,,0,,On-Time,2006,December,2006Q4
110-ZM-T01,Zambia,"GILEAD SCIENCES IRELAND, INC.",Gilead(Nycomed) Oranienburg DE,Air,ARV,Adult,Truvada,2007-01-09,2007-01-09,,1244.0,6546.69,389838.75,,0,,On-Time,2007,January,2007Q1
108-VN-T01,Vietnam,"GILEAD SCIENCES IRELAND, INC.",Gilead(Nycomed) Oranienburg DE,Air,ARV,Adult,Viread,2007-03-16,2007-03-16,2006-12-02,116.0,14571.5,32300.0,,0,104.0,On-Time,2007,March,2007Q1
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2007-03-14,2007-03-14,2006-11-14,,,1450.0,,0,120.0,On-Time,2007,March,2007Q1
108-VN-T01,Vietnam,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2007-03-14,2007-03-14,2006-11-15,,,282200.0,,0,119.0,On-Time,2007,March,2007Q1
110-ZM-T01,Zambia,INTERNATIONAL HEALTHCARE DISTRIBUTORS,ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2007-03-08,2007-03-08,2006-12-05,58.0,,2877.0,,0,93.0,On-Time,2007,March,2007Q1
107-RW-T01,Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Capillus,2007-01-25,2007-01-25,2006-12-29,39.0,859.37,10500.0,,0,27.0,On-Time,2007,January,2007Q1
111-MZ-T01,Mozambique,INTERNATIONAL HEALTHCARE DISTRIBUTORS,"BMS Meymac, France",Air,ARV,Adult,Videx EC,2007-09-06,2007-09-06,2007-05-07,,,859.65,1.38,0,122.0,On-Time,2007,September,2007Q3
104-CI-T01,C̫te d'Ivoire,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2007-09-21,2007-09-21,2007-05-30,1232.0,,145885.5,233.42,0,114.0,On-Time,2007,September,2007Q3
108-VN-T01,Vietnam,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Ranbaxy, Paonta Shahib, India",Air,ARV,Adult,Generic,2007-10-24,2007-10-24,2007-07-03,6.0,2794.34,894.0,1.43,0,113.0,On-Time,2007,October,2007Q4
108-VN-T01,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2007-09-10,2007-09-10,2007-07-03,226.0,5294.51,82190.0,131.5,0,69.0,On-Time,2007,September,2007Q3
102-GY-T01,Guyana,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2007-08-08,2007-08-08,2007-07-06,13.0,581.1,1350.0,2.16,0,33.0,On-Time,2007,August,2007Q3
107-RW-T01,Rwanda,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2007-09-14,2007-09-14,2007-07-17,40.0,86.4,1729.0,2.77,0,59.0,On-Time,2007,September,2007Q3
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2007-12-19,2007-12-19,2007-07-03,249.0,3719.91,9300.0,14.88,0,169.0,On-Time,2007,December,2007Q4
102-GY-T01,Guyana,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2007-09-21,2007-10-08,2007-08-28,100.0,1928.93,31819.58,50.91,17,41.0,Delayed,2007,September,2007Q3
102-NG-T01,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2007-11-07,2007-11-07,2007-08-27,3265.0,6197.0,270000.0,432.0,0,72.0,On-Time,2007,November,2007Q4
102-NG-T01,Nigeria,ACCOUN NIGERIA LIMITED,ABBVIE GmbH & Co.KG Wiesbaden,,HRDT,HIV test,Determine,2007-09-07,2007-05-07,,,,40000.0,64.0,-123,,On-Time,2007,September,2007Q3
102-GY-T01,Guyana,ZEPHYR BIOMEDICALS,Not Applicable,,MRDT,Malaria,Paramax,2007-11-07,2007-11-07,2007-10-02,145.0,186.25,14625.0,23.4,0,36.0,On-Time,2007,November,2007Q4
107-RW-T01,Rwanda,ASPEN PHARMACARE,"Aspen-OSD, Port Elizabeth, SA",Air,ARV,Adult,Viread,2008-01-28,2008-01-28,2007-11-12,,,0.84,0.0,0,77.0,On-Time,2008,January,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.","BMS Meymac, France",,ARV,Adult,Zerit,2008-01-29,2008-01-29,2007-11-12,,,179.7,0.29,0,78.0,On-Time,2008,January,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.","BI, Ingelheim, Germany",,ARV,Adult,Viramune,2008-01-29,2008-01-29,2007-11-12,,,7272.0,11.64,0,78.0,On-Time,2008,January,2008Q1
107-RW-T01,Rwanda,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2008-04-28,2008-04-22,2007-11-21,3656.0,10500.0,242032.0,387.25,-6,153.0,On-Time,2008,April,2008Q2
107-RW-T01,Rwanda,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2008-04-28,2008-04-28,2007-11-21,1766.0,10500.0,116480.0,186.37,0,159.0,On-Time,2008,April,2008Q2
106-HT-T01,Haiti,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2008-01-22,2008-01-22,,60.0,1521.11,8750.0,14.0,0,,On-Time,2008,January,2008Q1
106-HT-T01,Haiti,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Capillus,2008-02-18,2008-02-18,2008-02-04,6.0,3238.79,1112.0,1.78,0,14.0,On-Time,2008,February,2008Q1
117-ET-T01,Ethiopia,ASPEN PHARMACARE,"Aspen-OSD, Port Elizabeth, SA",Air,ARV,Adult,Viread,2008-03-04,2008-03-04,2008-01-03,1233.0,5137.76,251940.0,403.1,0,61.0,On-Time,2008,March,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.",ABBVIE (Abbott) France,,ARV,Pediatric,Norvir,2008-01-21,2008-01-04,2008-01-04,,,27.69,0.04,-17,0.0,On-Time,2008,January,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.",ABBVIE (Abbott) Logis. UK,,ARV,Pediatric,Kaletra,2008-01-21,2008-01-04,2008-01-04,,,1384.5,2.22,-17,0.0,On-Time,2008,January,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.",GSK Cape Town Factory (South Africa),,ARV,Adult,Epivir,2008-01-21,2008-01-04,2008-01-04,,,14525.0,23.24,-17,0.0,On-Time,2008,January,2008Q1
109-TZ-T01,Tanzania,GLAXOSMITHKLINE EXPORT LIMITED,GSK Mississauga (Canada),Air,ARV,Pediatric,Ziagen,2008-05-08,2008-05-08,2008-01-24,,,3300.0,5.28,0,105.0,On-Time,2008,May,2008Q2
102-NG-T01,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2008-04-21,2008-02-29,2008-01-07,3058.0,18750.2,253260.0,405.22,-52,53.0,On-Time,2008,April,2008Q2
102-NG-T01,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2008-04-21,2008-03-27,2008-01-07,2707.0,13535.55,220131.0,352.21,-25,80.0,On-Time,2008,April,2008Q2
111-MZ-T01,Mozambique,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-06-13,2008-05-27,2008-02-25,965.0,7781.88,302358.0,483.77,-17,92.0,On-Time,2008,June,2008Q2
102-LS-T01,Lesotho,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2008-03-12,2008-03-12,2008-02-27,,,2450.0,3.92,0,14.0,On-Time,2008,March,2008Q1
123-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-05-08,2008-05-08,2008-03-11,64.0,1629.0,22797.15,36.48,0,58.0,On-Time,2008,May,2008Q2
119-NA-T01,Namibia,"Orgenics, Ltd",Inverness USA,Air,HRDT,HIV test,Clearview,2008-04-02,2008-04-02,2008-03-14,260.0,1496.76,20325.0,32.52,0,19.0,On-Time,2008,April,2008Q2
108-VN-T01,Vietnam,CENTRAL PHARMACEUTICAL COMPANY NO. 1,Gilead(Nycomed) Oranienburg DE,Truck,ARV,Adult,Viread,2008-05-12,2008-04-16,2008-03-21,,1401.49,40717.92,65.15,-26,26.0,On-Time,2008,May,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2008-04-24,2008-04-24,2008-02-20,,,394.0,0.63,0,64.0,On-Time,2008,April,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Truck,ARV,Pediatric,Retrovir,2008-04-24,2008-04-24,2008-02-20,,,676.0,1.08,0,64.0,On-Time,2008,April,2008Q2
108-VN-T01,Vietnam,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2008-07-17,2008-07-17,2008-03-31,82.0,2211.05,2800.0,4.48,0,108.0,On-Time,2008,July,2008Q3
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2008-06-02,2008-06-02,2008-03-31,48.0,2729.91,3458.7,5.53,0,63.0,On-Time,2008,June,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",,ARV,Pediatric,Videx,2008-04-25,2008-04-07,2008-04-04,,,81.66,0.13,-18,3.0,On-Time,2008,April,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,,ARV,Adult,Kaletra,2008-04-25,2008-04-08,2008-04-04,,,14352.0,22.96,-17,4.0,On-Time,2008,April,2008Q2
102-BW-T01,Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-07-03,2008-07-03,2008-04-28,500.0,2442.32,16000.0,25.6,0,66.0,On-Time,2008,July,2008Q3
102-BW-T01,Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-07-03,2008-07-03,2008-04-28,500.0,2442.32,16000.0,25.6,0,66.0,On-Time,2008,July,2008Q3
108-VN-T01,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2008-09-20,2008-09-20,2008-05-13,,,9179.52,14.69,0,130.0,On-Time,2008,September,2008Q3
108-VN-T01,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2008-09-19,2008-09-19,2008-05-14,,,4860.0,7.78,0,128.0,On-Time,2008,September,2008Q3
108-VN-T01,Vietnam,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2008-08-11,2008-08-11,2008-05-13,432.0,7444.35,13448.75,21.52,0,90.0,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2008-08-20,2008-05-08,,,,1479.6,2.37,-104,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,Gilead(Nycomed) Oranienburg DE,Truck,ARV,Adult,Truvada,2008-08-20,2008-08-14,,,,5737.5,9.18,-6,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2008-08-20,2008-05-08,,,,23790.0,38.06,-104,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Truck,ARV,Pediatric,Epivir,2008-08-20,2008-05-14,,,,2942.2,4.71,-98,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Truck,ARV,Pediatric,Retrovir,2008-08-20,2008-05-14,,,,960.4,1.54,-98,,On-Time,2008,August,2008Q3
130-NG-T01,Nigeria,IDA FOUNDATION,"Micro Labs Ltd. (Brown & Burk), India",Air,ANTM,Malaria,Generic,2008-07-31,2008-07-31,2008-06-02,1920.0,20134.43,527.0,0.84,0,59.0,On-Time,2008,July,2008Q3
107-RW-T01,Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-10-18,2008-10-18,2008-06-12,1131.0,22370.64,108800.0,174.08,0,128.0,On-Time,2008,October,2008Q4
107-RW-T01,Rwanda,Premier Medical Corporation Ltd.,Premier Med. Corp Ltd. India,Air,HRDT,HIV test,First Response,2008-07-04,2008-07-04,2008-06-12,2130.0,17331.66,101970.0,163.15,0,22.0,On-Time,2008,July,2008Q3
113-ZW-T01,Zimbabwe,"Standard Diagnostics, Inc.","Standard Diagnostics, Korea",Air,HRDT,HIV test,Bioline,2008-11-17,2008-11-17,2008-06-12,2450.0,18087.86,157280.0,308.27,0,158.0,On-Time,2008,November,2008Q4
107-RW-T01,Rwanda,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-07-22,2008-07-22,2008-06-13,3953.0,23071.26,414642.24,663.43,0,39.0,On-Time,2008,July,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aspen-OSD, Port Elizabeth, SA",Truck,ARV,Adult,Truvada,2008-06-17,2008-06-17,,,,2368.2,3.79,0,,On-Time,2008,June,2008Q2
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-09-19,2008-09-19,2008-07-01,,,12180.0,19.49,0,80.0,On-Time,2008,September,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2008-07-10,2008-07-08,,,,2428.8,3.89,-2,,On-Time,2008,July,2008Q3
102-GY-T01,Guyana,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-10-29,2008-10-13,2008-08-21,14.0,180.0,2.13,0.0,-16,53.0,On-Time,2008,October,2008Q4
133-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-09-12,2008-09-03,2008-08-21,,,68.75,0.11,-9,13.0,On-Time,2008,September,2008Q3
117-ET-T01,Ethiopia,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-10-06,2008-10-06,2008-07-31,1413.0,18180.65,134400.0,215.04,0,67.0,On-Time,2008,October,2008Q4
111-MZ-T01,Mozambique,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-11-01,2008-11-01,2008-08-26,,,553603.1,1085.06,0,67.0,On-Time,2008,November,2008Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2008-08-25,2008-08-18,,,,4860.0,7.78,-7,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",Truck,ARV,Pediatric,Zerit,2008-08-25,2008-08-14,,,,176.4,0.28,-11,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Cape Town Factory (South Africa),Truck,ARV,Adult,Epivir,2008-08-25,2008-08-14,,,,7965.0,12.74,-11,,On-Time,2008,August,2008Q3
104-CI-T01,C̫te d'Ivoire,IDA FOUNDATION,Ipca Dadra/Nagar Haveli IN,Air,ACT,ACT,Generic,2009-01-23,2009-01-23,2008-09-03,634.0,8530.29,17500.0,34.3,0,142.0,On-Time,2009,January,2009Q1
104-CI-T01,C̫te d'Ivoire,BIO-RAD LABORATORIES (FRANCE),Bio-Rad Laboratories,Air,HRDT,HIV test,Genie,2008-11-24,2008-11-24,2008-09-18,679.0,9698.22,45828.0,89.82,0,67.0,On-Time,2008,November,2008Q4
119-NA-T01,Namibia,"Orgenics, Ltd",Inverness USA,Air,HRDT,HIV test,Clearview,2008-10-28,2008-10-28,2008-09-24,3.0,85.27,525.0,1.03,0,34.0,On-Time,2008,October,2008Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2009-02-27,2009-02-27,2008-10-21,,,22620.0,44.34,0,129.0,On-Time,2009,February,2009Q1
117-ET-T01,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2009-01-26,2009-01-26,2008-10-27,2535.0,20083.74,80730.0,158.23,0,91.0,On-Time,2009,January,2009Q1
117-ET-T01,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2008-12-03,2008-12-01,2008-10-27,2535.0,23035.69,80730.0,158.23,-2,35.0,On-Time,2008,December,2008Q4
117-ET-T01,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2008-12-03,2008-12-01,2008-10-27,2535.0,23035.69,80730.0,158.23,-2,35.0,On-Time,2008,December,2008Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Aranda,Truck,ARV,Adult,Retrovir,2009-05-17,2008-10-09,,,,4417.0,8.66,-220,,On-Time,2009,May,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Cape Town Factory (South Africa),Truck,ARV,Adult,Epivir,2009-05-17,2008-10-09,,,,5772.0,11.31,-220,,On-Time,2009,May,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",Truck,ARV,Pediatric,Videx,2009-05-17,2008-10-09,,,,123.1,0.24,-220,,On-Time,2009,May,2009Q2
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2009-04-07,2009-04-07,2009-01-16,,,34715.52,68.04,0,81.0,On-Time,2009,April,2009Q2
109-TZ-T01,Tanzania,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2009-05-27,2009-05-27,2009-02-05,3073.0,12815.42,516216.0,1011.78,0,111.0,On-Time,2009,May,2009Q2
104-CI-T01,C̫te d'Ivoire,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2009-03-24,2009-03-24,2009-02-24,453.0,8603.58,140000.0,274.4,0,28.0,On-Time,2009,March,2009Q1
106-HT-T01,Haiti,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2009-04-02,2009-04-02,2009-03-06,,,620.0,1.22,0,27.0,On-Time,2009,April,2009Q2
106-HT-T01,Haiti,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2009-04-07,2009-04-07,2009-03-06,96.0,1448.55,2782.08,5.45,0,32.0,On-Time,2009,April,2009Q2
106-HT-T01,Haiti,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Capillus,2009-03-24,2009-03-24,2009-03-09,78.0,1953.6,15290.0,29.97,0,15.0,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2009-03-17,2008-11-28,,,,3699.0,7.25,-109,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2009-03-17,2008-11-28,,,,2030.4,3.98,-109,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2009-03-17,2008-11-28,,,,47880.0,93.84,-109,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",Air,ARV,Adult,Generic,2009-03-31,2008-12-02,,,,98383.74,192.83,-119,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2009-04-21,2008-12-05,,,,440.64,0.86,-137,,On-Time,2009,April,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2009-06-09,2009-01-27,,,,9197.72,18.03,-133,,On-Time,2009,June,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,Roche Basel,Air,ARV,Adult,Invirase,2009-03-31,2008-11-21,,,,1634.7,3.2,-130,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"MSD Midrand, J'burg, SA",Air,ARV,Pediatric,Stocrin/Sustiva,2009-03-31,2008-11-21,,,,912.0,1.79,-130,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2009-03-31,2008-11-21,,,,100.6,0.2,-130,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",Air,ARV,Pediatric,Zerit,2009-03-30,2009-01-21,,,,741.0,1.45,-68,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Air,ARV,Pediatric,Epivir,2009-03-30,2009-01-21,,,,1781.5,3.49,-68,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Air,ARV,Pediatric,Kaletra,2009-03-30,2009-01-21,,,,2163.7,4.24,-68,,On-Time,2009,March,2009Q1
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Pediatric,Kaletra,2009-04-14,2009-04-14,2009-03-18,,,15831.2,31.03,0,27.0,On-Time,2009,April,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2009-06-25,2009-04-14,2009-03-27,,,3150.0,6.17,-72,18.0,On-Time,2009,June,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2009-06-25,2009-04-20,2009-03-27,,,106680.7,209.09,-66,24.0,On-Time,2009,June,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Air,ARV,Pediatric,Epivir,2009-06-25,2009-04-21,2009-03-27,,,10564.0,20.71,-65,25.0,On-Time,2009,June,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2009-06-25,2009-06-05,2009-03-27,,,13659.0,26.77,-20,70.0,On-Time,2009,June,2009Q2
102-GY-T01,Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2009-07-09,2009-07-09,2009-03-31,468.0,5733.61,43872.0,85.99,0,100.0,On-Time,2009,July,2009Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2009-06-08,2009-06-08,2009-04-02,,,1890.0,3.7,0,67.0,On-Time,2009,June,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Boehringer Ing., Koropi, GR",Truck,ARV,Adult,Viramune,2009-05-15,2009-04-17,2009-04-02,,,5031.0,9.86,-28,15.0,On-Time,2009,May,2009Q2
